Lab Collection Date,Parish,Daily Test Count,Daily Negative Test Count,Daily Positive Test Count,Daily Case Count
7/9/2020,Ascension,552,472,80,64
7/10/2020,Ascension,616,532,84,68
7/11/2020,Ascension,257,219,38,30
7/12/2020,Ascension,224,186,38,36
7/13/2020,Ascension,589,518,71,59
7/14/2020,Ascension,540,491,48,39
7/15/2020,Ascension,488,424,64,53
7/16/2020,Ascension,548,489,57,46
7/17/2020,Ascension,589,529,60,50
7/18/2020,Ascension,331,309,22,20
7/19/2020,Ascension,215,179,36,32
7/20/2020,Ascension,486,402,84,64
7/21/2020,Ascension,401,344,57,48
7/22/2020,Ascension,397,335,62,58
7/23/2020,Ascension,487,438,49,41
7/24/2020,Ascension,318,275,43,39
7/25/2020,Ascension,166,139,27,25
7/26/2020,Ascension,122,102,20,19
7/27/2020,Ascension,387,320,67,51
7/28/2020,Ascension,368,313,54,46
7/29/2020,Ascension,347,285,62,57
7/30/2020,Ascension,436,398,38,35
7/31/2020,Ascension,409,348,61,51
8/1/2020,Ascension,161,142,19,16
